pressure,wind_speed,temperature,humidity
0.423958,-0.899667,0.333567,-0.810668
0.385732,-0.768503,0.305100,-0.788616
0.353495,-0.643784,0.280040,-0.813064
0.324090,-0.532996,0.256998,-0.876424
0.295086,-0.439992,0.234193,-0.964307
0.265419,-0.364655,0.209786,-1.058259
0.235623,-0.303368,0.182236,-1.139354
0.207610,-0.250167,0.150607,-1.191948
0.184038,-0.198313,0.114793,-1.206891
0.167439,-0.141914,0.075601,-1.183524
0.159296,-0.077258,0.034707,-1.130065
0.159324,-0.003569,-0.005523,-1.062237
0.165120,0.076977,-0.042315,-1.000380
0.172321,0.159939,-0.072837,-0.965568
0.175249,0.239834,-0.094571,-0.975459
0.167944,0.311594,-0.105687,-1.040684
0.145376,0.371911,-0.105355,-1.162480
0.104582,0.420143,-0.093997,-1.332044
0.045464,0.458557,-0.073429,-1.531758
-0.028935,0.491862,-0.046884,-1.738078
-0.112784,0.526118,-0.018891,-1.925538
-0.198397,0.567285,0.004999,-2.071129
-0.277599,0.619753,0.018642,-2.158214
-0.343255,0.685211,0.015875,-2.179240
-0.390663,0.762124,-0.008812,-2.136747
-0.418510,0.845983,-0.059547,-2.042502
-0.429197,0.930261,-0.138401,-1.914945
-0.428413,1.007896,-0.244832,-1.775485
-0.424045,1.072933,-0.375366,-1.644370
-0.424597,1.121947,-0.523601,-1.536955
-0.437441,1.154881,-0.680576,-1.461088
-0.467237,1.175075,-0.835513,-1.416096
-0.514850,1.188422,-0.976888,-1.393545
-0.577013,1.201831,-1.093717,-1.379557
-0.646820,1.221320,-1.176895,-1.358187
-0.714979,1.250192,-1.220417,-1.315137
-0.771608,1.287754,-1.222285,-1.241051
-0.808237,1.328934,-1.184951,-1.133685
-0.819599,1.364993,-1.115199,-0.998565
-0.804883,1.385242,-1.023435,-0.847972
-0.768152,1.379478,-0.922474,-0.698517
-0.717826,1.340635,-0.825955,-0.567816
-0.665305,1.267060,-0.746605,-0.470947
-0.622964,1.163862,-0.694608,-0.417450
-0.601893,1.042938,-0.676296,-0.409452
-0.609815,0.921531,-0.693384,-0.441319
-0.649579,0.819491,-0.742842,-0.500858
-0.718534,0.755704,-0.817444,-0.571818
-0.808928,0.744344,-0.906895,-0.637155
-0.909270,0.791725,-0.999368,-0.682362
-1.006423,0.894431,-1.083221,-0.698184
-1.088041,1.039192,-1.148616,-0.682175
-1.144894,1.204671,-1.188815,-0.638775
-1.172643,1.364896,-1.200957,-0.577939
-1.172718,1.493794,-1.186215,-0.512632
-1.152126,1.569960,-1.149343,-0.455730
-1.122197,1.580768,-1.097711,-0.417018
-1.096500,1.524965,-1.040005,-0.400914
-1.088302,1.413194,-0.984823,-0.405417
-1.108028,1.266242,-0.939403,-0.422486
-1.161198,1.111288,-0.908675,-0.439782
-1.247232,0.976788,-0.894788,-0.443392
-1.359339,0.886971,-0.897138,-0.420943
-1.485526,0.856983,-0.912879,-0.364468
-1.610559,0.889676,-0.937776,-0.272375
-1.718522,0.974677,-0.967227,-0.150123
-1.795531,1.090026,-0.997257,-0.009425
-1.832113,1.206098,-1.025302,0.133861
-1.824832,1.291139,-1.050639,0.262737
-1.776896,1.317358,-1.074406,0.362359
-1.697618,1.266432,-1.099217,0.422946
-1.600860,1.133334,-1.128475,0.441720
-1.502719,0.927727,-1.165515,0.423480
-1.418880,0.672594,-1.212750,0.379688
-1.362072,0.400334,-1.271000,0.326259
-1.340073,0.147017,-1.339118,0.280485
-1.354575,-0.054130,-1.413993,0.257707
-1.401089,-0.178775,-1.490930,0.268388
-1.469854,-0.215929,-1.564336,0.316145
-1.547593,-0.169943,-1.628580,0.397117
-1.619772,-0.059655,-1.678879,0.500763
-1.672982,0.085127,-1.712039,0.611907
-1.697052,0.229165,-1.726920,0.713616
-1.686550,0.338273,-1.724551,0.790345
-1.641482,0.385538,-1.707858,0.830746
-1.567098,0.356076,-1.681083,0.829639
-1.472904,0.249472,-1.648977,0.788804
-1.371079,0.079450,-1.615941,0.716521
-1.274597,-0.129109,-1.585260,0.626006
-1.195338,-0.345193,-1.558577,0.533095
-1.142516,-0.537712,-1.535704,0.453664
-1.121593,-0.681422,-1.514813,0.401244
-1.133824,-0.761556,-1.492966,0.385266
-1.176415,-0.776314,-1.466886,0.410154
-1.243202,-0.736771,-1.433835,0.475328
-1.325696,-0.664294,-1.392416,0.575978
-1.414283,-0.586018,-1.343154,0.704334
-1.499398,-0.529339,-1.288720,0.851098
-1.572522,-0.516508,-1.233743,1.006714
-1.626890,-0.560407,-1.184221,1.162257
-1.657898,-0.662292,-1.146600,1.309856
-1.663224,-0.811913,-1.126682,1.442704
-1.642717,-0.989898,-1.128535,1.554827
-1.598158,-1.171888,-1.153597,1.640852
-1.532936,-1.333521,-1.200142,1.695986
-1.451719,-1.455259,-1.263220,1.716327
-1.360120,-1.526083,-1.335100,1.699546
-1.264369,-1.545351,-1.406191,1.645774
-1.170949,-1.522486,-1.466290,1.558482
-1.086187,-1.474634,-1.505993,1.445046
-1.015787,-1.422814,-1.518048,1.316723
-0.964305,-1.387396,-1.498435,1.187875
-0.934631,-1.383855,-1.447005,1.074428
-0.927543,-1.419657,-1.367578,0.991723
-0.941414,-1.492894,-1.267467,0.952121
-0.972166,-1.592904,-1.156507,0.962773
-1.013527,-1.702696,-1.045738,1.024032
-1.057598,-1.802640,-0.945933,1.128884
-1.095709,-1.874617,-0.866197,1.263593
-1.119458,-1.905769,-0.812851,1.409550
-1.121815,-1.891071,-0.788740,1.546060
-1.098116,-1.834224,-0.793064,1.653603
-1.046806,-1.746709,-0.821724,1.716984
-0.969795,-1.645260,-0.868091,1.727798
-0.872342,-1.548286,-0.924073,1.685720
-0.762481,-1.472040,-0.981257,1.598367
-0.650030,-1.427312,-1.031984,1.479749
-0.545332,-1.417348,-1.070161,1.347585
-0.457894,-1.437381,-1.091730,1.220018
-0.395118,-1.475855,-1.094767,1.112356
-0.361315,-1.517041,-1.079235,1.034487
-0.357144,-1.544476,-1.046512,0.989475
-0.379545,-1.544477,-0.998815,0.973602
-0.422187,-1.509009,-0.938660,0.977821
-0.476351,-1.437300,-0.868483,0.990311
-0.532119,-1.335904,-0.790470,0.999550
-0.579688,-1.217216,-0.706618,0.997262
-0.610637,-1.096794,-0.618965,0.980561
-0.618959,-0.990060,-0.529891,0.952815
-0.601725,-0.909090,-0.442369,0.922999
-0.559322,-0.860171,-0.360073,0.903647
-0.495242,-0.842611,-0.287237,0.907791
-0.415476,-0.849039,-0.228276,0.945550
-0.327630,-0.867095,-0.187201,1.021084
-0.239891,-0.882126,-0.166927,1.130626
-0.159989,-0.880308,-0.168623,1.262075
-0.094305,-0.851510,-0.191241,1.396336
-0.047204,-0.791315,-0.231365,1.510246
-0.020677,-0.701776,-0.283432,1.580581
-0.014298,-0.590774,-0.340352,1.588405
-0.025470,-0.470144,-0.394421,1.522911
-0.049892,-0.352986,-0.438410,1.383975
-0.082177,-0.250756,-0.466625,1.182885
-0.116524,-0.170764,-0.475760,0.941007
-0.147363,-0.114609,-0.465369,0.686578
-0.169903,-0.077877,-0.437864,0.450158
-0.180538,-0.051165,-0.398018,0.259557
-0.177097,-0.022189,-0.352062,0.135144
-0.158912,0.021472,-0.306512,0.086418
-0.126747,0.089587,-0.266953,0.110475
-0.082587,0.187029,-0.236974,0.192660
-0.029330,0.312540,-0.217478,0.309282
0.029582,0.458779,-0.206460,0.431913
0.090570,0.613614,-0.199320,0.532447
0.150305,0.762391,-0.189635,0.588023
0.206066,0.890721,-0.170260,0.584883
0.256013,0.987185,-0.134556,0.520505
0.299352,1.045427,-0.077537,0.403623
0.336373,1.065233,0.003277,0.252197
0.368334,1.052379,0.107406,0.089739
0.397216,1.017349,0.231437,-0.059286
0.425347,0.973191,0.369491,-0.174096
0.454970,0.933007,0.514000,-0.241421
0.487784,0.907576,0.656676,-0.257808
0.524557,0.903620,0.789453,-0.230042
0.564863,0.923012,0.905282,-0.173623
0.607017,0.963054,0.998665,-0.109662
0.648228,1.017693,1.065896,-0.060807
0.684980,1.079366,1.105040,-0.046977
0.713587,1.140995,1.115758,-0.081717
0.730858,1.197703,1.099058,-0.169801
0.734749,1.247835,1.057108,-0.306504
0.724893,1.293066,0.993156,-0.478598
0.702908,1.337613,0.911576,-0.666828
0.672376,1.386735,0.817974,-0.849364
0.638495,1.444905,0.719272,-1.005541
0.607413,1.514103,0.623622,-1.119229
0.585332,1.592668,0.540055,-1.181217
0.577529,1.674998,0.477809,-1.190278
0.587452,1.752238,0.445343,-1.152778
0.616060,1.813823,0.449162,-1.081031
0.661542,1.849602,0.492629,-0.990773
0.719487,1.852059,0.575008,-0.898295
0.783525,1.818175,0.690953,-0.817776
0.846327,1.750481,0.830658,-0.759295
0.900840,1.657048,0.980720,-0.727812
0.941531,1.550348,1.125692,-0.723218
0.965418,1.445176,1.250126,-0.741313
0.972703,1.356012,1.340819,-0.775430
0.966857,1.294340,1.388882,-0.818286
0.954126,1.266446,1.391263,-0.863675
0.942498,1.272146,1.351419,-0.907639
0.940317,1.304720,1.278956,-0.948929
0.954751,1.352067,1.188253,-0.988720
0.990411,1.398896,1.096250,-1.029703
1.048351,1.429525,1.019751,-1.074813
1.125673,1.430754,0.972704,-1.125908
1.215814,1.394283,0.963930,-1.182725
1.309505,1.318187,0.995723,-1.242338
1.396233,1.207210,1.063581,-1.299267
1.465988,1.071809,1.157147,-1.346214
1.510952,0.926169,1.262177,-1.375293
1.526863,0.785580,1.363217,-1.379514
1.513760,0.663685,1.446457,-1.354234
1.475997,0.570131,1.502263,-1.298311
1.421487,0.509058,1.526873,-1.214731
1.360309,0.478682,1.522949,-1.110592
1.302940,0.472017,1.498866,-0.996440
1.258419,0.478553,1.466862,-0.885042
1.232793,0.486522,1.440419,-0.789793
1.228142,0.485289,1.431369,-0.722974
1.242364,0.467393,1.447320,-0.694115
1.269771,0.429845,1.489909,-0.708669
1.302376,0.374464,1.554262,-0.767183
1.331637,0.307213,1.629786,-0.865051
1.350299,0.236721,1.702182,-0.992876
1.353982,0.172300,1.756285,-1.137411
1.342186,0.121900,1.779213,-1.282961
1.318499,0.090388,1.763173,-1.413112
1.289949,0.078511,1.707370,-1.512596
1.265612,0.082706,1.618611,-1.569113
1.254726,0.095784,1.510420,-1.574891
1.264694,0.108318,1.400804,-1.527808
1.299363,0.110436,1.309053,-1.431919
1.357941,0.093652,1.252151,-1.297279
1.434798,0.052396,1.241495,-1.139017
1.520219,-0.015065,1.280541,-0.975718
1.602009,-0.106446,1.363851,-0.827254
1.667661,-0.216003,1.477771,-0.712285
1.706689,-0.335696,1.602636,-0.645750
1.712683,-0.456686,1.716133,-0.636679
1.684680,-0.570873,1.797216,-0.686670
1.627558,-0.672181,1.829852,-0.789291
1.551350,-0.757350,1.805920,-0.930581
1.469574,-0.826147,1.726708,-1.090634
1.396861,-0.880978,1.602736,-1.246130
1.346308,-0.926046,1.451932,-1.373465
1.327034,-0.966251,1.296488,-1.452057
1.342413,-1.006074,1.158978,-1.467323
1.389305,-1.048669,1.058459,-1.412870
1.458454,-1.095318,1.007242,-1.291507
1.535996,-1.145335,1.008946,-1.114926
1.605812,-1.196395,1.058139,-0.902032
1.652306,-1.245173,1.141621,-0.676196
1.663113,-1.288145,1.241065,-0.461841
1.631249,-1.322376,1.336505,-0.280899
1.556318,-1.346125,1.409987,-0.149722
1.444570,-1.359179,1.448704,-0.076930
1.307822,-1.362861,1.447041,-0.062520
1.161434,-1.359759,1.407172,-0.098379
1.021748,-1.353236,1.338143,-0.170034
0.903436,-1.346858,1.253669,-0.259338
0.817240,-1.343838,1.169105,-0.347574
0.768494,-1.346600,1.098220,-0.418439
0.756646,-1.356517,1.050411,-0.460394
0.775822,-1.373831,1.028888,-0.468018
0.816267,-1.397734,1.030194,-0.442175
0.866344,-1.426551,1.045105,-0.389080
0.914679,-1.457973,1.060715,-0.318488
0.952049,-1.489284,1.063277,-0.241444
0.972662,-1.517556,1.041201,-0.168055
0.974645,-1.539810,0.987631,-0.105710
0.959702,-1.553153,0.902057,-0.058074
0.932099,-1.554934,0.790669,-0.024982
0.897244,-1.542924,0.665368,-0.003166
0.860203,-1.515530,0.541641,0.012432
0.824501,-1.472039,0.435697,0.027105
0.791438,-1.412833,0.361441,0.045000
0.760071,-1.339538,0.327841,0.068214
0.727791,-1.255037,0.337214,0.096597
0.691357,-1.163322,0.384725,0.128251
0.648071,-1.069161,0.459200,0.160602
0.596816,-0.977625,0.545079,0.191710
0.538661,-0.893524,0.625149,0.221470
0.476881,-0.820847,0.683523,0.252334
0.416342,-0.762307,0.708341,0.289307
0.362399,-0.719071,0.693696,0.339130
0.319535,-0.690724,0.640471,0.408775
0.290074,-0.675481,0.555965,0.503537
0.273283,-0.670582,0.452418,0.625157
0.265107,-0.672807,0.344741,0.770424
0.258665,-0.678986,0.247891,0.930648
0.245446,-0.686395,0.174351,1.092244
0.216996,-0.692958,0.132178,1.238427
0.166781,-0.697214,0.123900,1.351791
0.091816,-0.698074,0.146412,1.417351
-0.006278,-0.694434,0.191826,1.425460
-0.121064,-0.684759,0.249039,1.374044
-0.242018,-0.666767,0.305711,1.269642
-0.356103,-0.637326,0.350259,1.126990
-0.449933,-0.592635,0.373536,0.967119
-0.512121,-0.528685,0.369931,0.814238
-0.535371,-0.441965,0.337772,0.691921
-0.517912,-0.330269,0.279049,0.619267
-0.463972,-0.193458,0.198592,0.607713
-0.383205,-0.034011,0.102934,0.659126
-0.289132,0.142771,-0.000898,0.765508
-0.196919,0.328998,-0.106422,0.910424
-0.120874,0.514854,-0.208420,1.071901
-0.072151,0.689615,-0.303268,1.226277
-0.057071,0.842891,-0.388891,1.352316
-0.076381,0.965885,-0.464449,1.434826
-0.125544,1.052489,-0.529898,1.467137
-0.195988,1.100039,-0.585559,1.451977
-0.277027,1.109621,-0.631830,1.400610
-0.358052,1.085887,-0.669067,1.330418
-0.430553,1.036436,-0.697657,1.261381
-0.489548,0.970857,-0.718199,1.212154
-0.534175,0.899601,-0.731713,1.196450
-0.567345,0.832846,-0.739778,1.220431
-0.594568,0.779505,-0.744516,1.281572
-0.622244,0.746487,-0.748413,1.369191
-0.655826,0.738264,-0.754001,1.466536
-0.698246,0.756742,-0.763469,1.554006
-0.749001,0.801377,-0.778300,1.612896
-0.804075,0.869483,-0.799053,1.628957
-0.856746,0.956636,-0.825330,1.595120
-0.899096,1.057112,-0.855963,1.512888
-0.923890,1.164344,-0.889383,1.392162
-0.926409,1.271365,-0.924075,1.249571
-0.905820,1.371262,-0.959006,1.105616
-0.865744,1.457648,-0.993904,0.981185
-0.813879,1.525160,-1.029300,0.894057
-0.760697,1.569946,-1.066310,0.856012
-0.717476,1.590087,-1.106181,0.871028
-0.694046,1.585878,-1.149714,0.934818
-0.696728,1.559879,-1.196708,1.035738
-0.726898,1.516664,-1.245577,1.156832
-0.780507,1.462248,-1.293276,1.278611
-0.848693,1.403240,-1.335604,1.382054
-0.919399,1.345802,-1.367868,1.451334
-0.979705,1.294613,-1.385794,1.475844
-1.018417,1.252007,-1.386528,1.451277
-1.028404,1.217491,-1.369497,1.379675
-1.008212,1.187788,-1.336917,1.268574
-0.962596,1.157444,-1.293813,1.129489
-0.901852,1.119964,-1.247473,0.976067
-0.840039,1.069286,-1.206396,0.822240
-0.792425,1.001343,-1.178900,0.680657
-0.772629,0.915402,-1.171630,0.561556
-0.790004,0.814866,-1.188275,0.472144
-0.847784,0.707333,-1.228738,0.416420
-0.942339,0.603793,-1.288966,0.395327
-1.063697,0.517046,-1.361514,0.407082
-1.197232,0.459553,-1.436756,0.447551
-1.326214,0.441085,-1.504563,0.510600
-1.434715,0.466604,-1.556118,0.588412
-1.510345,0.534795,-1.585541,0.671806
-1.546287,0.637591,-1.590992,0.750674
-1.542286,0.760852,-1.575023,0.814576
-1.504397,0.886163,-1.544098,0.853570
-1.443606,0.993513,-1.507333,0.859213
-1.373589,1.064404,-1.474713,0.825660
-1.308077,1.084873,-1.455102,0.750657
-1.258343,1.047871,-1.454443,0.636251
-1.231283,0.954547,-1.474508,0.489006
-1.228450,0.814172,-1.512453,0.319606
-1.246178,0.642666,-1.561282,0.141815
-1.276737,0.459960,-1.611152,-0.029121
-1.310242,0.286634,-1.651267,-0.178430
-1.336894,0.140432,-1.672003,-0.293821
-1.349097,0.033269,-1.666845,-0.367241
-1.343023,-0.030710,-1.633754,-0.396057
-1.319312,-0.055672,-1.575677,-0.383469
-1.282813,-0.053113,-1.500092,-0.338053
-1.241430,-0.039545,-1.417664,-0.272497
-1.204355,-0.033261,-1.340257,-0.201743
-1.180063,-0.050786,-1.278692,-0.140825
-1.174490,-0.103670,-1.240684,-0.102777
-1.189773,-0.196224,-1.229370,-0.096934
-1.223789,-0.324617,-1.242714,-0.127897
-1.270582,-0.477518,-1.273928,-0.195284
-1.321557,-0.638139,-1.312823,-0.294271
-1.367194,-0.787320,-1.347843,-0.416750
-1.398913,-0.907058,-1.368381,-0.552872
-1.410719,-0.983831,-1.366938,-0.692651
-1.400312,-1.011102,-1.340678,-0.827351
-1.369442,-0.990538,-1.292097,-0.950438
-1.323493,-0.931735,-1.228644,-1.057957
-1.270395,-0.850513,-1.161369,-1.148380
-1.219107,-0.766118,-1.102848,-1.222008
-1.177999,-0.697866,-1.064779,-1.280161
-1.153451,-0.661844,-1.055706,-1.324352
-1.148909,-0.668283,-1.079305,-1.355672
-1.164565,-0.720062,-1.133564,-1.374511
-1.197657,-0.812572,-1.211009,-1.380655
-1.243262,-0.934930,-1.299931,-1.373697
-1.295380,-1.072257,-1.386393,-1.353629
-1.348049,-1.208555,-1.456621,-1.321418
-1.396240,-1.329616,-1.499351,-1.279407
-1.436392,-1.425414,-1.507686,-1.231383
-1.466501,-1.491553,-1.480132,-1.182282
-1.485834,-1.529533,-1.420639,-1.137560
-1.494392,-1.545850,-1.337667,-1.102361
-1.492338,-1.550158,-1.242462,-1.080666
-1.479561,-1.552909,-1.146906,-1.074604
-1.455539,-1.562950,-1.061340,-1.084106
-1.419537,-1.585586,-0.992771,-1.106965
-1.371101,-1.621456,-0.943803,-1.139325
-1.310691,-1.666440,-0.912454,-1.176473
-1.240269,-1.712575,-0.892874,-1.213784
-1.163622,-1.749758,-0.876802,-1.247592
-1.086267,-1.767890,-0.855442,-1.275811
-1.014871,-1.759009,-0.821412,-1.298150
-0.956248,-1.718993,-0.770357,-1.315893
-0.916089,-1.648504,-0.701950,-1.331282
-0.897688,-1.553019,-0.620088,-1.346659
-0.900954,-1.441950,-0.532265,-1.363575
-0.921951,-1.327056,-0.448254,-1.382084
-0.953145,-1.220461,-0.378366,-1.400406
-0.984366,-1.132660,-0.331604,-1.415066
-1.004384,-1.070883,-0.314055,-1.421511
-1.002813,-1.038081,-0.327803,-1.415085
-0.972014,-1.032710,-0.370539,-1.392169
-0.908614,-1.049263,-0.435910,-1.351231
-0.814325,-1.079442,-0.514513,-1.293551
-0.695884,-1.113686,-0.595350,-1.223426
-0.564060,-1.142762,-0.667450,-1.147779
-0.431914,-1.159142,-0.721402,-1.075206
-0.312596,-1.157932,-0.750541,-1.014626
-0.217096,-1.137252,-0.751620,-0.973771
-0.152372,-1.098072,-0.724915,-0.957803
-0.120211,-1.043591,-0.673795,-0.968344
-0.117048,-0.978364,-0.603888,-1.003087
-0.134765,-0.907360,-0.522028,-1.056094
-0.162332,-0.835146,-0.435177,-1.118725
-0.187942,-0.765318,-0.349497,-1.181010
-0.201238,-0.700248,-0.269711,-1.233234
-0.195184,-0.641107,-0.198786,-1.267411
-0.167222,-0.588097,-0.137944,-1.278396
-0.119496,-0.540775,-0.086929,-1.264429
-0.058121,-0.498343,-0.044426,-1.227047
0.008337,-0.459852,-0.008534,-1.170404
0.070824,-0.424259,0.022814,-1.100181
0.121801,-0.390373,0.051519,-1.022320
0.156842,-0.356747,0.079127,-0.941860
0.175510,-0.321602,0.106731,-0.862110
0.181304,-0.282845,0.134970,-0.784323
0.180719,-0.238238,0.164059,-0.707901
0.181606,-0.185700,0.193827,-0.631071
0.191209,-0.123694,0.223751,-0.551843
0.214294,-0.051614,0.252995,-0.469015
0.251807,0.029946,0.280466,-0.382988
0.300366,0.119116,0.304924,-0.296181
0.352714,0.212936,0.325149,-0.212939
0.399089,0.307773,0.340176,-0.138940
0.429223,0.399926,0.349562,-0.080216
0.434589,0.486280,0.353629,-0.041969
0.410413,0.564876,0.353629,-0.027456
0.357025,0.635259,0.351756,-0.037151
0.280253,0.698505,0.350976,-0.068381
0.190724,0.756896,0.354652,-0.115512
0.102200,0.813305,0.366023,-0.170653
0.029234,0.870387,0.387593,-0.224765
-0.015407,0.929769,0.420563,-0.268959
-0.023043,0.991415,0.464414,-0.295742
0.009324,1.053321,0.516757,-0.300012
0.078462,1.111646,0.573505,-0.279617
0.175494,1.161275,0.629388,-0.235428
0.287528,1.196749,0.678738,-0.170939
0.399994,1.213376,0.716432,-0.091526
0.499265,1.208314,0.738825,-0.003505
0.575031,1.181408,0.744492,0.086785
0.621994,1.135595,0.734644,0.173750
0.640563,1.076762,0.713093,0.253017
0.636453,1.013068,0.685759,0.321621
0.619275,0.953825,0.659787,0.377911
0.600453,0.908129,0.642396,0.421297
0.590882,0.883483,0.639679,0.451950
0.598803,0.884655,0.655557,0.470562
0.628328,0.912981,0.691091,0.478255
0.678872,0.966220,0.744274,0.476627
0.745588,1.038981,0.810367,0.467919
0.820665,1.123627,0.882711,0.455176
0.895184,1.211474,0.953891,0.442320
0.961125,1.294070,1.017024,0.434015
1.013075,1.364309,1.066945,0.435295
1.049282,1.417210,1.101080,0.450947
1.071829,1.450251,1.119822,0.484770
1.085914,1.463249,1.126372,0.538828
1.098411,1.457870,1.126047,0.612882
1.116032,1.436914,1.125209,0.704161
1.143530,1.403564,1.130015,0.807562
1.182339,1.360769,1.145217,0.916311
1.229981,1.310873,1.173251,1.022986
1.280390,1.255555,1.213776,1.120749
1.325112,1.196020,1.263758,1.204534
1.355135,1.133364,1.318068,1.271967
1.362978,1.068950,1.370476,1.323785
1.344569,1.004651,1.414856,1.363665
1.300513,0.942857,1.446356,1.397425
1.236436,0.886195,1.462311,1.431765
1.162294,0.837005,1.462728,1.472741
1.090748,0.796679,1.450253,1.524309
1.034886,0.765036,1.429613,1.587221
1.005763,0.739899,1.406670,1.658540
1.010215,0.717036,1.387247,1.731903
