pressure,wind_speed,temperature,humidity
-1.234679,-0.974731,-0.916009,1.215345
-1.299169,-1.051286,-0.935940,1.228714
-1.333225,-1.118075,-0.966377,1.230437
-1.331620,-1.175622,-0.994957,1.226382
-1.294211,-1.225897,-1.010347,1.224880
-1.226200,-1.271300,-1.004659,1.234703
-1.137468,-1.313681,-0.975065,1.262791
-1.041051,-1.353614,-0.924261,1.312225
-0.951014,-1.390067,-0.859731,1.380927
-0.880054,-1.420544,-0.791961,1.461410
-0.837282,-1.441656,-0.732031,1.541707
-0.826569,-1.450005,-0.689083,1.607360
-0.845797,-1.443157,-0.668246,1.644127
-0.887159,-1.420508,-0.669443,1.640882
-0.938479,-1.383808,-0.687362,1.592125
-0.985346,-1.337211,-0.712584,1.499587
-1.013679,-1.286789,-0.733650,1.372535
-1.012259,-1.239570,-0.739593,1.226668
-0.974787,-1.202264,-0.722428,1.081719
-0.901060,-1.179909,-0.679018,0.958185
-0.797072,-1.174723,-0.611933,0.873752
-0.674000,-1.185399,-0.529075,0.840072
-0.546258,-1.207031,-0.442143,0.860514
-0.428982,-1.231734,-0.364236,0.929310
-0.335405,-1.249890,-0.307086,1.032305
-0.274599,-1.251822,-0.278514,1.149183
-0.250002,-1.229598,-0.280643,1.256812
-0.258988,-1.178630,-0.309275,1.333091
-0.293553,-1.098745,-0.354578,1.360637
-0.341959,-0.994485,-0.402977,1.329648
-0.391034,-0.874534,-0.439877,1.239441
-0.428650,-0.750343,-0.452668,1.098419
-0.445937,-0.634141,-0.433392,0.922496
-0.438799,-0.536718,-0.380511,0.732297
-0.408445,-0.465355,-0.299393,0.549660
-0.360880,-0.422317,-0.201383,0.394093
-0.305436,-0.404224,-0.101624,0.279793
-0.252687,-0.402453,-0.016045,0.213753
-0.212142,-0.404544,0.041879,0.195211
-0.190189,-0.396391,0.063946,0.216487
-0.188703,-0.364839,0.049038,0.264939
-0.204573,-0.300216,0.003537,0.325612
-0.230262,-0.198317,-0.059756,0.384041
-0.255253,-0.061471,-0.124025,0.428638
-0.268119,0.101567,-0.171687,0.452270
-0.258773,0.276880,-0.187870,0.452766
-0.220473,0.447638,-0.163409,0.432356
-0.151175,0.596921,-0.096785,0.396259
-0.053963,0.710608,0.005413,0.350809
0.063498,0.779809,0.129597,0.301558
0.190401,0.802372,0.257663,0.251827
0.314805,0.783183,0.370373,0.202000
0.425823,0.733193,0.450987,0.149714
0.515541,0.667338,0.488436,0.090873
0.580293,0.601754,0.479430,0.021213
0.621047,0.550801,0.429084,-0.061954
0.642831,0.524464,0.349966,-0.158287
0.653345,0.526643,0.259731,-0.263604
0.661057,0.554657,0.177837,-0.369991
0.673194,0.600060,0.121957,-0.466855
0.694072,0.650631,0.104789,-0.542771
0.724106,0.693138,0.131868,-0.587772
0.759752,0.716354,0.200771,-0.595624
0.794386,0.713712,0.301849,-0.565588
0.819958,0.685074,0.420286,-0.503267
0.829084,0.637234,0.539080,-0.420302
0.817115,0.583032,0.642320,-0.332865
0.783751,0.539198,0.718127,-0.259194
0.733804,0.523324,0.760699,-0.216538
0.676905,0.550502,0.771087,-0.218090
0.626153,0.630272,0.756612,-0.270441
0.595902,0.764455,0.729075,-0.372066
0.599105,0.946292,0.702180,-0.513158
0.644690,1.161081,0.688709,-0.676885
0.735510,1.388224,0.698025,-0.841929
0.867273,1.604323,0.734399,-0.985872
1.028732,1.786800,0.796443,-1.088912
1.203133,1.917386,0.877729,-1.137257
1.370737,1.984885,0.968400,-1.125622
1.511970,1.986720,1.057384,-1.058408
1.610674,1.929033,1.134723,-0.949326
1.656853,1.825339,1.193511,-0.819527
1.648429,1.694020,1.231059,-0.694504
1.591663,1.555135,1.249057,-0.600276
1.500144,1.427122,1.252759,-0.559439
1.392514,1.324002,1.249418,-0.587717
1.289304,1.253525,1.246347,-0.691537
1.209448,1.216564,1.249079,-0.867000
1.167074,1.207763,1.260039,-1.100385
1.169137,1.217272,1.278031,-1.370090
1.214308,1.233134,1.298652,-1.649684
1.293293,1.243869,1.315517,-1.911604
1.390534,1.240716,1.322011,-2.130914
1.486955,1.219132,1.313139,-2.288588
1.563277,1.179321,1.287044,-2.373842
1.603310,1.125725,1.245813,-2.385206
1.596656,1.065684,1.195356,-2.330227
1.540376,1.007575,1.144368,-2.223904
1.439351,0.958863,1.102559,-2.086115
1.305335,0.924478,1.078550,-1.938478
1.154902,0.905850,1.077892,-1.801097
1.006680,0.900772,1.101659,-1.689705
0.878396,0.904087,1.145971,-1.613580
0.784231,0.909011,1.202575,-1.574540
0.732934,0.908768,1.260420,-1.567113
0.726961,0.898168,1.307917,-1.579832
0.762725,0.874768,1.335428,-1.597434
0.831824,0.839352,1.337454,-1.603597
0.922935,0.795641,1.314045,-1.583815
1.023991,0.749281,1.271099,-1.527950
1.124202,0.706355,1.219445,-1.432090
1.215547,0.671735,1.172849,-1.299412
1.293531,0.647656,1.145327,-1.139937
1.357099,0.632838,1.148288,-0.969181
1.407851,0.622371,1.188094,-0.805917
1.448768,0.608411,1.264539,-0.669384
1.482805,0.581589,1.370594,-0.576339
1.511674,0.532853,1.493492,-0.538449
1.535112,0.455375,1.616966,-0.560385
1.550776,0.346151,1.724220,-0.638971
1.554800,0.206952,1.801048,-0.763504
1.542862,0.044413,1.838471,-0.917229
1.511513,-0.130781,1.834385,-1.079760
1.459448,-0.305479,1.793845,-1.230051
1.388424,-0.466137,1.727961,-1.349480
1.303566,-0.601003,1.651584,-1.424531
1.212968,-0.702002,1.580269,-1.448646
1.126617,-0.765982,1.527114,-1.422942
1.054816,-0.795082,1.500125,-1.355672
1.006413,-0.796168,1.500636,-1.260526
0.987159,-0.779444,1.523125,-1.154053
0.998546,-0.756505,1.556458,-1.052662
1.037349,-0.738200,1.586321,-0.969706
1.096016,-0.732704,1.598349,-0.913191
1.163837,-0.744151,1.581303,-0.884485
1.228721,-0.772075,1.529663,-0.878286
1.279260,-0.811749,1.445061,-0.883842
1.306715,-0.855333,1.336282,-0.887202
1.306560,-0.893612,1.217778,-0.874100
1.279294,-0.917980,1.106995,-0.832905
1.230375,-0.922291,1.021031,-0.757117
1.169268,-0.904229,0.973282,-0.646902
1.107774,-0.865945,0.970759,-0.509362
1.057931,-0.813835,1.012613,-0.357481
1.029850,-0.757514,1.090174,-0.207890
1.029878,-0.708165,1.188511,-0.077876
1.059390,-0.676575,1.289208,0.017836
1.114439,-0.671205,1.373824,0.069914
1.186306,-0.696645,1.427339,0.076330
1.262873,-0.752732,1.440924,0.042968
1.330550,-0.834483,1.413478,-0.017218
1.376471,-0.932852,1.351634,-0.086359
1.390544,-1.036183,1.268248,-0.144782
1.367059,-1.132103,1.179656,-0.174506
1.305573,-1.209525,1.102286,-0.162499
1.210958,-1.260426,1.049270,-0.103098
1.092624,-1.281090,1.027758,0.000867
0.963065,-1.272605,1.037458,0.138440
0.835982,-1.240550,1.070699,0.292368
0.724294,-1.193900,1.113993,0.442033
0.638363,-1.143360,1.150792,0.566994
0.584671,-1.099394,1.164877,0.650486
0.565164,-1.070288,1.143705,0.682266
0.577284,-1.060577,1.081060,0.660302
0.614664,-1.070103,0.978457,0.591046
0.668316,-1.093876,0.845043,0.488254
0.728094,-1.122789,0.696009,0.370612
0.784180,-1.145067,0.549823,0.258627
0.828368,-1.148256,0.424839,0.171342
0.854960,-1.121418,0.335927,0.123469
0.861184,-1.057190,0.291798,0.123413
0.847107,-0.953356,0.293508,0.172489
0.815139,-0.813651,0.334428,0.265371
0.769234,-0.647637,0.401650,0.391618
0.713977,-0.469617,0.478536,0.537887
0.653715,-0.296728,0.547876,0.690389
0.591884,-0.146467,0.595046,0.837068
0.530618,-0.034018,0.610539,0.969149
0.470684,0.030194,0.591406,1.081802
0.411705,0.042340,0.541352,1.173905
0.352601,0.006078,0.469522,1.247066
0.292137,-0.067672,0.388272,1.304237
0.229447,-0.162095,0.310396,1.348281
0.164444,-0.256814,0.246407,1.380885
0.098023,-0.330863,0.202426,1.402066
0.032030,-0.365857,0.179082,1.410377
-0.030993,-0.348863,0.171647,1.403750
-0.088233,-0.274503,0.171318,1.380711
-0.137115,-0.145936,0.167371,1.341654
-0.175792,0.025472,0.149696,1.289791
-0.203536,0.221769,0.111185,1.231477
-0.220934,0.421103,0.049439,1.175758
-0.229859,0.601055,-0.032540,1.133144
-0.233220,0.742099,-0.126836,1.113814
-0.234508,0.830619,-0.222183,1.125602
-0.237240,0.861006,-0.306274,1.172185
-0.244365,0.836456,-0.368345,1.251880
-0.257761,0.768358,-0.401503,1.357359
-0.277890,0.674352,-0.404307,1.476405
-0.303694,0.575395,-0.381278,1.593640
-0.332747,0.492322,-0.342231,1.692930
-0.361648,0.442482,-0.300545,1.760054
-0.386614,0.437032,-0.270707,1.785114
-0.404148,0.479335,-0.265621,1.764251
-0.411711,0.564722,-0.294187,1.700302
-0.408245,0.681637,-0.359635,1.602280
-0.394487,0.813943,-0.458914,1.483748
-0.372979,0.943948,-0.583242,1.360411
-0.347788,1.055605,-0.719707,1.247358
-0.323949,1.137292,-0.853573,1.156514
-0.306725,1.183689,-0.970860,1.094742
-0.300800,1.196422,-1.060696,1.062986
-0.309541,1.183382,-1.116999,1.056565
-0.334451,1.156890,-1.139215,1.066548
-0.374922,1.131074,-1.132000,1.081898
-0.428329,1.118975,-1.103964,1.091942
-0.490467,1.129954,-1.065770,1.088647
-0.556256,1.167888,-1.027985,1.068261
-0.620601,1.230486,-0.999126,1.031971
-0.679251,1.309856,-0.984271,0.985498
-0.729516,1.394168,-0.984486,0.937699
-0.770686,1.470083,-0.997119,0.898524
-0.804096,1.525451,-1.016868,0.876745
-0.832798,1.551727,-1.037333,0.877939
-0.860895,1.545644,-1.052706,0.903165
-0.892658,1.509796,-1.059224,0.948582
-0.931586,1.452049,-1.056083,1.006092
-0.979577,1.383886,-1.045622,1.064857
-1.036385,1.318052,-1.032770,1.113367
-1.099470,1.265974,-1.023903,1.141615
-1.164280,1.235477,-1.025350,1.142937
-1.224945,1.229279,-1.041918,1.115131
-1.275254,1.244547,-1.075722,1.060658
-1.309747,1.273613,-1.125597,0.985892
-1.324731,1.305697,-1.187201,0.899622
-1.319029,1.329271,-1.253782,0.811135
-1.294299,1.334583,-1.317446,0.728329
-1.254885,1.315816,-1.370649,0.656239
-1.207177,1.272423,-1.407614,0.596310
-1.158623,1.209365,-1.425366,0.546549
-1.116535,1.136185,-1.424202,0.502494
-1.086922,1.065108,-1.407502,0.458759
-1.073554,1.008533,-1.380947,0.410774
-1.077425,0.976444,-1.351328,0.356300
-1.096719,0.974244,-1.325199,0.296352
-1.127279,1.001494,-1.307667,0.235274
-1.163483,1.051783,-1.301554,0.179931
-1.199377,1.113801,-1.307095,0.138160
-1.229822,1.173401,-1.322190,0.116811
-1.251463,1.216233,-1.343132,0.119829
-1.263321,1.230454,-1.365617,0.146796
-1.266891,1.208946,-1.385783,0.192318
-1.265752,1.150626,-1.401047,0.246448
-1.264746,1.060565,-1.410547,0.296105
-1.268903,0.948909,-1.415101,0.327280
-1.282324,0.828811,-1.416723,0.327578
-1.307242,0.713788,-1.417829,0.288625
-1.343453,0.615044,-1.420337,0.207819
-1.388226,0.539278,-1.424931,0.089068
-1.436724,0.487428,-1.430658,-0.057686
-1.482840,0.454598,-1.435008,-0.218081
-1.520301,0.431169,-1.434478,-0.375809
-1.543816,0.404878,-1.425505,-0.515477
-1.550042,0.363435,-1.405558,-0.625308
-1.538181,0.297157,-1.374130,-0.699149
-1.510095,0.201092,-1.333360,-0.737394
-1.469903,0.076197,-1.288094,-0.746653
-1.423165,-0.070651,-1.245307,-0.738217
-1.375796,-0.227817,-1.212951,-0.725654
-1.332938,-0.381013,-1.198414,-0.721994
-1.298019,-0.515924,-1.206898,-0.737089
-1.272179,-0.620844,-1.240054,-0.775655
-1.254186,-0.688812,-1.295191,-0.836400
-1.240856,-0.718832,-1.365277,-0.912383
-1.227886,-0.715972,-1.439795,-0.992523
-1.210937,-0.690335,-1.506372,-1.063952
-1.186735,-0.655136,-1.552898,-1.114702
-1.153967,-0.624276,-1.569768,-1.136200
-1.113771,-0.609895,-1.551827,-1.125049
-1.069722,-0.620381,-1.499607,-1.083759
-1.027281,-0.659195,-1.419601,-1.020287
-0.992817,-0.724707,-1.323460,-0.946496
-0.972373,-0.811009,-1.226202,-0.875869
-0.970418,-0.909500,-1.143744,-0.820955
-0.988823,-1.010861,-1.090156,-0.791063
-1.026265,-1.106995,-1.075149,-0.790674
-1.078191,-1.192511,-1.102251,-0.818856
-1.137366,-1.265469,-1.168026,-0.869795
-1.194917,-1.327245,-1.262486,-0.934273
-1.241696,-1.381601,-1.370657,-1.001765
-1.269734,-1.433185,-1.475014,-1.062687
-1.273525,-1.485853,-1.558371,-1.110328
-1.250928,-1.541194,-1.606694,-1.142049
-1.203521,-1.597626,-1.611337,-1.159526
-1.136364,-1.650290,-1.570307,-1.168019
-1.057221,-1.691795,-1.488332,-1.174853
-0.975361,-1.713682,-1.375743,-1.187464
-0.900169,-1.708304,-1.246395,-1.211479
-0.839775,-1.670728,-1.115035,-1.249229
-0.799931,-1.600250,-0.994619,-1.299057
-0.783283,-1.501173,-0.894088,-1.355536
-0.789149,-1.382656,-0.817020,-1.410571
-0.813772,-1.257606,-0.761396,-1.455103
-0.851000,-1.140806,-0.720501,-1.481047
-0.893238,-1.046585,-0.684767,-1.483023
-0.932515,-0.986482,-0.644161,-1.459498
-0.961500,-0.967314,-0.590635,-1.413080
-0.974336,-0.990012,-0.520137,-1.349926
-0.967211,-1.049429,-0.433766,-1.278395
-0.938619,-1.135161,-0.337825,-1.207272
-0.889353,-1.233194,-0.242751,-1.143980
-0.822267,-1.328090,-0.161125,-1.093200
-0.741871,-1.405298,-0.105137,-1.056211
-0.653859,-1.453191,-0.084018,-1.031127
-0.564577,-1.464478,-0.101948,-1.013948
-0.480509,-1.436809,-0.156870,-1.000176
-0.407761,-1.372507,-0.240477,-0.986589
-0.351575,-1.277575,-0.339393,-0.972703
-0.315854,-1.160226,-0.437364,-0.961510
-0.302748,-1.029266,-0.518055,-0.959240
-0.312314,-0.892656,-0.567943,-0.974093
-0.342323,-0.756527,-0.578745,-1.014159
-0.388273,-0.624786,-0.548928,-1.084942
-0.443653,-0.499315,-0.484003,-1.187039
-0.500490,-0.380641,-0.395516,-1.314546
-0.550153,-0.268847,-0.298938,-1.454657
-0.584344,-0.164447,-0.210810,-1.588702
-0.596151,-0.068993,-0.145692,-1.694585
-0.581002,0.014771,-0.113474,-1.750280
-0.537373,0.083256,-0.117559,-1.737805
-0.467081,0.132804,-0.154253,-1.646923
-0.375104,0.160712,-0.213487,-1.477839
-0.268903,0.166251,-0.280731,-1.242303
-0.157329,0.151415,-0.339738,-0.962763
-0.049281,0.121201,-0.375618,-0.669612
0.047662,0.083278,-0.377632,-0.396899
0.128408,0.047075,-0.341213,-0.177189
0.191084,0.022415,-0.268798,-0.036447
0.237207,0.017939,-0.169343,0.010161
0.271226,0.039618,-0.056590,-0.039216
0.299523,0.089633,0.053571,-0.172749
0.329040,0.165878,0.146151,-0.366802
0.365789,0.262177,0.209938,-0.589748
0.413537,0.369226,0.239652,-0.807049
0.472921,0.476093,0.236968,-0.986724
0.541193,0.572032,0.210197,-1.104248
0.612661,0.648291,0.172708,-1.146027
0.679764,0.699594,0.140349,-1.110891
0.734579,0.725051,0.128387,-1.009382
0.770499,0.728323,0.148537,-0.861050
0.783724,0.717035,0.206641,-0.690321
0.774284,0.701528,0.301453,-0.521740
0.746351,0.693178,0.424765,-0.375500
0.707765,0.702550,0.562858,-0.264089
0.668824,0.737710,0.699015,-0.190616
0.640544,0.802942,0.816620,-0.149087
0.632706,0.898068,0.902269,-0.126461
0.652059,1.018454,0.948290,-0.106033
0.701026,1.155676,0.954214,-0.071390
0.777159,1.298713,0.926885,-0.010140
0.873480,1.435481,0.879205,0.083337
0.979646,1.554450,0.827721,0.206651
1.083734,1.646141,0.789523,0.349877
1.174311,1.704283,0.779009,0.497623
1.242408,1.726523,0.805145,0.632217
1.283007,1.714599,0.869728,0.737358
1.295776,1.674021,0.966976,0.801461
1.284899,1.613303,1.084551,0.820045
1.258049,1.542882,1.205793,0.796665
1.224708,1.473857,1.312798,0.742253
1.194174,1.416698,1.389727,0.672990
1.173652,1.380050,1.425754,0.607188
1.166828,1.369774,1.417102,0.561791
1.173200,1.388296,1.367775,0.549218
1.188325,1.434332,1.288865,0.575160
1.204917,1.503018,1.196552,0.637734
1.214599,1.586438,1.109173,0.728151
1.209933,1.674489,1.043914,0.832714
1.186314,1.756019,1.013725,0.935709
1.143338,1.820092,1.025045,1.022601
1.085317,1.857267,1.076741,1.082878
1.020832,1.860700,1.160466,1.111991
0.961358,1.826963,1.262352,1.112018
0.919209,1.756427,1.365708,1.090966
0.905198,1.653178,1.454220,1.060881
0.926452,1.524442,1.515052,1.035200
0.984823,1.379615,1.541245,1.025887
1.076233,1.229017,1.532996,1.040953
1.191095,1.082567,1.497551,1.082858
1.315772,0.948571,1.447758,1.148088
1.434824,0.832814,1.399546,1.227979
1.533632,0.738080,1.368807,1.310571
1.600927,0.664157,1.368273,1.383111
1.630741,0.608306,1.404963,1.434663
1.623411,0.566063,1.478685,1.458300
